SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,VAC_LVL,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,3,1,1,2,2,3,3,1,1,1,1,3,1,3,3.2,2,1,23,1,1,2,2,15,1,4,6
2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,3,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,3,3.6,3,1,23,1,1,2,2,15,2,4,1
2,3,2,2,1,1,97,2,1,1,1,2,1,2,3,3,3,98,98,98,98,98,3,2,2,2,1,1,1,3,2,3,2.3333333333333304,1,2,62,3,1,2,1,15,2,4,3
2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,4,1,2,2,2,2,2,2,1,1,1,3,1,3,3.0,2,2,25,1,1,3,2,15,1,4,1
4,1,1,2,2,1,97,1,1,1,1,1,2,1,1,2,1,2,98,2,2,2,2,2,2,1,1,1,2,3,2,3,3.2,2,1,17,1,2,2,2,15,1,4,5
2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,4,2,1,1,2,3,1,3,3.2,2,2,72,3,1,3,1,15,2,4,6
3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,2,2,2,3,4,1,1,1,2,3,1,3,3.0,2,1,33,2,2,2,2,15,2,4,1
2,1,1,2,1,1,2,1,1,1,1,1,1,2,3,4,1,2,1,3,1,2,2,4,4,3,2,1,1,5,2,3,2.6,2,4,28,1,2,2,1,15,2,4,1
4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,4,2,3,2,3,2,3,2,2,2,2,3,2,2,2.6,2,3,71,3,2,2,2,15,2,4,6
2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,4,2,4,4,2,2,4,2,1,2,1,1,1,2,1,2,2,2.8,2,1,62,3,1,2,1,15,1,4,1
3,2,1,98,2,2,2,2,2,1,1,98,98,98,98,98,98,98,98,2,98,98,98,3,98,1,2,1,1,3,98,3,0.0,99,3,90,3,2,1,1,15,2,4,6
1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,3,2,2,2,1,3,2,2,2,1,1,3,1,3,3.2,2,3,27,1,1,3,2,15,1,4,5
2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,3,4,1,4,1,3,4,4,1,1,1,2,3,1,3,2.4,1,1,18,1,2,2,2,15,1,4,5
3,2,2,2,1,1,1,2,1,2,1,98,1,1,98,2,1,98,4,2,98,2,98,2,3,2,1,1,2,3,1,3,0.0,99,2,46,2,2,3,1,15,2,4,1
2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,3,1,1,2,2,2,2,2,2,1,1,3,1,3,3.4,2,3,25,1,2,2,2,15,2,4,6
2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,4,2,3,4,1,1,2,2,2,3,1,1,1,1,3,1,3,3.4,2,1,23,1,1,2,2,15,1,4,6
2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,1,1,2,1,2,1,1,1,2,3,1,3,3.8,3,1,17,1,1,2,2,15,1,4,6
2,2,98,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,99,98,2,3,3,2,2,3,97,98,2,3.0,2,4,99,3,2,3,2,15,2,4,6
3,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,4,1,3,3,3,3,4,3,2,1,98,3,1,3,2.2,1,4,47,2,1,2,1,15,1,4,2
2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,3,98,3,3,1,1,1,98,3,1,3,2.75,2,1,33,2,1,3,2,15,1,4,1
1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,2,2,1,1,1,1,3,1,3,3.6,3,1,20,1,1,2,2,15,2,4,4
2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,3,1,3,2,1,2,98,2,2,1,1,1,1,98,3,1,3,3.25,2,1,46,2,2,2,1,15,2,4,1
2,1,1,2,1,1,2,1,1,1,1,2,1,98,1,1,1,98,98,1,1,4,4,4,4,2,1,1,1,3,1,3,2.2,1,2,47,2,1,2,1,15,1,4,1
3,1,1,2,1,1,97,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,1,3,3.4,2,2,33,2,1,2,2,15,1,4,1
1,1,98,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,3,1,2,2,2,2,3,1,3,3.2,2,3,22,1,1,2,1,15,1,4,6
2,2,1,2,1,1,97,2,2,2,2,2,1,1,1,2,1,3,98,2,2,2,2,2,2,1,2,1,2,5,2,3,3.2,2,3,23,1,1,2,1,15,1,4,1
2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,4,2,1,2,2,2,2,1,1,1,98,3,1,3,3.2,2,1,64,3,2,3,1,15,3,4,6
4,1,1,2,1,1,1,1,1,2,1,2,1,2,1,3,1,2,2,1,1,1,2,2,3,2,2,1,2,3,1,3,3.6,3,3,20,1,2,2,2,15,2,4,6
2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,2,1,1,1,3,1,3,3.8,3,2,25,1,2,3,1,15,1,4,1
2,1,1,2,1,1,1,1,2,1,1,1,2,3,1,3,2,1,3,1,2,2,1,2,3,2,1,1,98,3,2,3,3.4,2,2,35,2,1,3,1,15,1,4,1
2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,4,2,2,2,1,1,1,1,2,2,2,1,1,2,3,2,2,3.8,3,2,27,1,1,1,2,15,2,4,1
2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,3,4,2,2,2,3,2,3,2,2,1,1,3,1,3,2.8,2,3,66,3,2,2,2,15,1,4,6
2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,4,1,1,2,2,3,3,2,1,1,1,3,1,2,3.0,2,2,32,2,1,3,2,15,1,4,1
2,1,1,2,1,1,1,1,2,1,1,98,2,1,1,3,1,2,4,1,1,1,2,1,2,1,1,1,2,3,1,3,3.8,3,1,28,1,1,2,2,15,2,4,6
2,2,1,2,1,1,1,1,1,1,1,98,2,98,98,98,3,98,98,1,2,2,3,98,98,98,98,2,1,1,2,3,2.6666666666666696,2,99,16,1,2,2,1,15,1,4,3
2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,4,1,1,1,1,2,1,1,1,1,1,3,1,3,3.8,3,1,23,1,1,2,1,15,2,4,6
3,2,1,1,1,1,97,2,2,1,1,2,1,98,98,98,98,98,98,1,2,2,2,2,2,2,1,1,98,3,2,3,3.0,2,2,68,3,1,2,1,15,1,4,6
3,2,1,2,2,1,1,2,1,2,2,1,1,1,1,4,1,1,1,2,1,1,2,1,1,2,1,1,2,3,2,3,3.8,3,2,26,1,1,2,1,15,2,4,1
2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,3,1,3,3.8,3,2,75,3,1,1,2,15,2,4,6
2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,98,2,2,2,2,4,2,2,1,1,2,3,1,3,2.6,2,2,34,2,1,2,2,15,2,4,1
1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,2,1,2,1,2,2,2,1,1,1,3,2,3,3.4,2,2,28,1,2,2,2,15,2,4,5
1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,4,2,1,1,1,1,1,3,1,3,2.8,2,1,25,1,1,2,2,15,3,4,6
2,2,1,2,98,1,1,1,1,1,1,2,1,1,2,2,99,2,3,2,2,2,2,2,2,2,1,1,2,3,2,3,3.0,2,2,57,3,1,3,1,15,2,4,4
2,2,98,98,1,1,97,2,1,1,1,98,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,3,1,3,3.6,3,1,21,1,2,2,2,15,2,4,1
2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,3,2,1,1,1,2,3,1,3,3.2,2,1,26,1,1,2,2,15,1,4,6
2,1,1,2,1,1,2,2,1,1,1,98,1,1,2,2,1,2,2,1,1,98,98,2,2,1,1,1,2,3,1,3,3.3333333333333304,2,1,32,2,1,2,1,15,1,4,1
2,2,1,2,97,97,97,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,3,2,2,2,1,1,1,3,1,3,2.8,2,2,80,3,1,2,1,15,2,4,6
2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,3,1,1,2,1,2,1,2,1,1,1,3,1,3,3.6,3,2,32,2,1,2,2,15,1,4,6
1,1,1,2,1,1,1,1,1,1,1,98,1,2,1,1,1,2,4,1,1,2,1,2,1,1,1,1,98,3,1,3,3.6,3,1,36,2,1,3,2,15,1,4,6
3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,98,1,3,1,3,3.6,3,1,23,1,2,3,2,15,1,4,1
2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,4,1,2,2,1,2,3,1,1,1,2,3,2,3,3.4,2,1,28,1,1,3,2,15,1,4,1
2,1,1,2,1,1,97,2,1,2,1,2,2,1,98,4,2,2,2,2,2,2,98,1,2,2,1,1,1,1,2,3,3.3333333333333304,2,2,16,1,2,2,2,15,1,4,6
3,1,2,2,1,97,97,2,2,1,1,98,2,1,2,3,2,3,3,3,1,3,3,3,98,2,1,98,1,3,98,3,2.6,2,2,84,3,2,3,1,15,1,4,6
3,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,3,98,2,2,1,1,2,3,1,1,1,2,3,1,3,3.4,2,1,22,1,2,2,2,15,1,4,3
2,1,1,1,1,1,1,1,1,1,1,98,1,1,1,2,1,2,3,1,2,2,2,1,1,1,1,1,1,3,1,3,3.4,2,1,46,2,1,3,2,15,1,4,1
1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,3,1,3,3,1,98,2,4,2,3,2,2,1,1,3,2,3,2.5,2,3,25,1,1,3,1,15,1,4,1
3,1,2,2,1,1,2,2,2,2,2,2,1,3,1,2,1,2,2,2,2,2,2,3,4,2,2,1,2,3,2,2,3.0,2,3,57,3,2,2,2,15,1,4,1
2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,3,3,2,1,1,1,3,1,3,3.6,3,2,21,1,1,2,2,15,1,4,1
1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,4,3,4,4,2,2,3,4,4,4,3,2,1,2,3,2,2,2.0,1,4,27,1,1,3,2,15,2,4,1
4,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,3,4,4,1,3,2,2,2,1,2,1,3,2,2,2.6,2,2,24,1,1,2,1,15,2,4,1
2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,4,1,3,2,1,1,1,98,98,98,1,1,1,2,3,2,3,4.0,3,1,35,2,2,3,2,16,3,4,1
2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,4,1,1,1,3,5,2,3,3.6,3,1,35,2,2,3,2,16,3,4,4
2,2,1,2,1,1,97,2,2,1,98,2,2,2,2,3,2,3,2,2,2,98,98,2,98,1,98,1,98,3,2,3,3.0,2,99,38,2,2,2,2,16,2,4,6
3,3,1,2,1,1,97,2,1,1,1,2,2,2,3,4,3,3,3,2,3,3,3,3,3,98,1,1,2,3,2,3,2.0,1,99,35,2,2,2,2,16,3,4,4
2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,2,2,2,2,3,3,1,1,1,98,3,2,3,2.8,2,1,38,2,2,3,2,16,2,4,1
2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,3,3,2,2,2,3,2,3,1,1,1,3,3,2,3,2.8,2,1,40,2,1,3,2,16,2,4,1
2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,4,2,3,3,1,2,2,2,2,2,1,1,1,1,3,2,3,3.0,2,1,37,2,1,3,2,16,1,4,1
2,2,1,2,1,1,97,2,2,1,1,2,2,2,2,4,2,2,3,2,2,2,3,2,3,1,1,1,3,3,2,3,2.8,2,1,35,2,2,2,2,16,3,4,1
2,2,1,2,1,1,97,2,2,1,2,98,98,2,98,98,98,98,98,2,2,2,98,3,98,3,1,1,98,3,98,3,2.6666666666666696,2,2,16,1,1,2,2,16,2,4,6
2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,3,3,2,2,3,3,3,1,3,1,1,1,3,2,3,2.4,1,2,41,2,1,2,2,16,3,4,1
4,4,1,2,2,97,97,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,97,4,2,1.0,1,4,58,3,1,1,2,16,3,4,4
2,2,1,1,1,1,97,2,2,1,1,98,1,3,2,4,2,3,3,2,2,2,3,3,3,2,1,1,1,3,2,3,2.6,2,2,40,2,2,2,2,16,3,4,1
3,2,1,98,2,1,97,2,2,2,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,3,2,2,3,97,4,3,1.0,1,4,34,2,1,2,2,16,3,4,4
3,2,1,2,1,1,97,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,97,4,2,1.0,1,4,25,1,2,2,2,16,3,4,4
3,3,1,2,1,1,1,1,1,1,1,98,1,2,2,3,2,98,2,99,2,2,3,2,98,1,1,1,1,3,2,3,2.8,2,1,52,3,2,3,2,16,2,4,3
3,2,1,2,1,1,97,2,2,1,1,2,1,2,2,3,1,3,4,2,98,2,98,2,98,1,1,1,98,3,1,3,3.0,2,1,39,2,2,2,2,16,2,4,1
3,1,1,2,2,2,2,2,1,1,1,1,1,3,2,4,2,2,3,2,2,2,98,3,3,2,2,1,3,3,2,2,2.75,2,3,40,2,2,2,2,16,3,4,2
3,2,1,2,98,1,97,1,1,1,1,98,1,3,2,3,2,3,3,2,1,2,2,2,3,1,1,1,1,3,2,2,3.2,2,1,57,3,1,2,2,16,3,4,6
3,2,1,2,1,1,97,2,2,1,1,2,1,2,2,4,3,4,3,3,2,3,3,3,3,2,2,98,98,1,3,2,2.4,1,3,39,2,1,2,1,16,3,4,4
2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,4,2,4,2,2,2,3,4,2,3,2,2,1,2,1,2,3,2.4,1,3,37,2,2,3,2,16,2,4,2
2,1,1,2,2,2,1,1,1,1,1,98,1,1,1,1,1,1,4,1,2,2,1,98,3,1,1,1,1,3,2,3,3.5,2,1,62,3,1,3,2,16,3,4,6
2,2,1,2,2,1,1,1,1,1,1,2,1,3,1,4,1,3,4,3,1,1,98,2,2,1,1,1,1,3,1,3,3.75,3,1,32,2,2,2,2,16,3,4,4
2,2,1,2,2,2,1,2,2,1,1,2,1,3,1,4,2,3,4,2,3,2,98,2,98,1,2,1,1,3,2,3,3.0,2,3,40,2,1,3,1,16,3,4,1
2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,3,2,3,3,1,1,1,2,1,2,1,1,1,1,3,1,3,3.6,3,1,27,1,1,3,2,16,2,4,6
2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,2,4,1,1,1,2,2,2,1,1,1,1,3,2,3,3.6,3,1,51,3,2,3,2,16,2,4,1
2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,3,2,2,3,2,2,2,2,2,2,1,1,1,1,3,2,3,3.0,2,1,20,1,2,2,2,16,3,4,6
3,1,1,2,2,1,97,2,1,1,1,2,1,2,2,3,2,4,4,2,2,3,3,3,2,1,1,1,1,3,2,3,2.4,1,1,46,2,1,2,1,16,3,4,4
3,2,1,2,2,1,97,2,2,1,1,2,1,2,2,4,2,3,3,2,2,3,3,3,2,1,1,1,1,3,2,2,2.4,1,1,41,2,1,2,1,16,3,4,1
2,1,1,2,1,1,1,1,2,1,1,1,2,3,1,4,3,2,3,2,1,1,1,3,3,1,1,1,2,3,2,3,3.6,3,1,18,1,2,2,2,16,3,4,4
1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,3,2,3,98,2,1,1,2,2,1,2,1,1,2,3,1,2,3.4,2,2,25,1,1,2,2,16,3,4,6
3,2,1,98,1,1,97,2,2,1,1,2,98,3,3,4,3,98,3,3,3,3,98,2,3,2,1,98,3,3,1,3,2.25,1,2,52,3,2,2,2,16,3,4,1
3,3,1,2,1,1,97,2,2,1,1,1,1,2,2,3,2,2,4,1,2,2,2,2,2,1,1,1,98,3,1,3,3.0,2,1,40,2,1,2,1,16,3,4,5
4,4,1,1,1,1,97,2,2,1,1,2,1,3,2,2,2,4,4,98,98,98,98,98,98,2,98,1,3,3,2,3,0.0,99,99,31,2,1,2,2,16,3,4,1
3,4,1,2,1,1,97,2,1,1,1,2,1,3,3,3,2,3,4,3,3,98,98,3,98,3,2,2,2,3,2,2,2.0,1,4,27,1,2,2,2,16,2,4,6
2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,3,2,2,3,2,2,2,3,3,2,1,1,1,1,3,2,3,2.6,2,1,29,1,2,2,2,16,1,4,1
2,2,1,2,1,1,2,2,2,1,2,1,1,3,2,3,2,3,3,2,2,2,3,2,3,1,1,1,1,3,2,3,2.8,2,1,28,1,1,2,2,16,1,4,1
2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,3,2,3,2,2,2,3,3,3,3,1,1,1,2,3,2,2,2.4,1,1,67,3,1,3,2,16,1,4,6
3,3,1,1,98,1,1,2,1,2,1,2,1,2,2,3,2,3,3,2,2,2,2,98,98,1,1,1,2,3,2,3,3.0,2,1,71,3,1,3,2,16,1,4,6
3,3,1,2,1,1,97,2,2,1,1,2,2,4,1,3,2,3,98,1,1,2,98,3,98,1,1,1,2,3,2,3,3.25,2,1,35,2,2,2,2,16,3,4,1
3,2,1,2,1,1,97,1,1,1,1,2,1,4,1,3,2,3,3,1,1,2,2,98,98,2,1,1,98,3,2,3,3.5,2,2,67,3,2,2,2,16,2,4,6
2,1,1,2,1,1,97,2,1,1,1,2,1,3,2,3,2,3,3,1,1,1,98,1,3,1,1,1,1,3,1,3,3.75,3,1,41,2,1,2,2,16,1,4,1
3,2,1,2,2,2,97,1,1,1,1,98,2,2,1,4,2,4,4,1,1,2,2,2,2,3,2,2,1,3,3,3,3.4,2,4,28,1,1,2,2,16,3,4,5
2,1,1,2,1,1,1,1,1,1,1,2,1,3,1,4,1,4,4,1,1,2,2,2,2,1,1,1,3,3,1,3,3.4,2,1,38,2,2,3,2,16,1,4,2
2,2,1,2,1,1,97,1,1,1,1,2,1,2,1,4,1,4,3,1,1,2,2,2,3,1,1,1,1,3,1,3,3.4,2,1,47,2,1,2,2,16,2,4,6
2,1,1,2,1,1,1,2,2,1,1,2,1,3,1,3,1,3,3,1,1,2,1,1,1,1,1,1,98,3,2,3,3.8,3,1,28,1,2,3,2,16,1,4,1
1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,3,2,4,3,1,1,1,2,1,2,1,1,1,1,3,1,3,3.8,3,1,37,2,1,3,2,16,2,4,5
3,2,1,2,2,1,97,2,2,2,2,98,1,2,3,4,2,98,98,3,3,3,4,3,4,98,98,1,2,3,2,2,1.8,1,99,52,3,1,2,2,16,2,4,1
3,3,1,2,2,2,97,2,2,2,2,98,1,3,2,3,2,98,3,2,3,3,3,3,3,98,98,98,2,3,2,2,2.2,1,99,55,3,2,2,2,16,3,4,6
3,2,1,2,1,1,97,1,1,1,1,2,2,2,3,4,2,3,2,2,2,3,4,3,3,98,98,1,2,3,2,2,2.0,1,99,40,2,1,2,2,16,3,4,1
2,1,1,1,1,1,97,1,1,1,1,2,1,2,1,4,2,2,98,1,2,2,2,3,3,2,2,1,2,3,1,3,3.0,2,3,16,1,1,2,1,16,2,4,6
3,1,1,1,2,1,97,2,2,1,2,1,2,3,2,3,4,2,3,2,2,3,3,3,98,2,2,1,98,1,4,3,2.4,1,3,23,1,2,2,2,16,3,4,1
4,4,1,2,2,2,97,2,2,2,2,1,1,2,1,3,1,2,4,1,1,2,1,2,2,1,1,1,1,3,1,3,3.6,3,1,67,3,2,2,1,16,3,4,6
4,4,1,2,2,2,97,2,2,2,2,2,1,2,1,4,2,3,3,1,1,1,1,2,2,1,1,1,1,3,1,3,3.8,3,1,33,2,1,2,2,16,2,4,2
3,1,1,2,1,1,97,2,2,2,2,2,1,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,98,3,2,3,2.8,2,3,39,2,2,2,1,16,3,4,1
2,2,1,2,2,2,1,1,1,1,1,1,1,3,1,3,3,2,3,3,2,3,3,3,3,2,1,1,1,97,3,2,2.6,2,2,19,1,2,2,2,16,2,4,6
2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,3,1,1,1,1,3,3,3,3,3,2,98,98,98,3,2,3,2.4,1,99,18,1,2,2,2,16,2,4,4
3,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,3,1,3,3.6,3,1,20,1,2,2,2,15,3,4,1
2,3,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,3,1,3,3.4,2,1,16,1,1,2,1,15,1,4,6
2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,3,1,1,1,3,2,3,3.0,2,2,72,3,1,2,1,15,1,4,6
1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,24,1,1,2,1,15,3,4,3
1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,24,1,2,3,2,15,1,4,5
2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,1,2,2,2,2,2,1,1,1,2,3,1,3,3.0,2,1,19,1,2,2,1,15,1,4,4
2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,3,3.6,3,1,22,1,2,2,1,15,2,4,6
1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,3,1,3,3.4,2,2,38,2,1,2,1,15,2,4,6
1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,3,4,1,1,2,2,3,4,1,1,1,1,3,1,3,3.0,2,1,24,1,1,2,2,15,1,4,1
2,2,1,2,1,1,2,2,1,2,1,2,2,2,98,2,1,2,98,2,2,98,98,2,4,3,1,1,98,3,98,3,0.0,99,2,67,3,2,2,2,15,3,4,6
3,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,3,1,2,2,1,1,2,2,2,1,1,1,3,1,3,3.6,3,2,23,1,2,2,2,15,1,4,1
2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,1,1,1,1,3,1,3,3.2,2,1,18,1,2,2,1,15,1,4,3
2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,2,3,2,2,2,2,3,3,1,1,1,1,3,1,3,3.0,2,1,67,3,1,2,2,15,2,4,6
2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,4,3,3,1,1,1,1,3,1,3,2.6,2,1,55,3,1,2,2,15,1,4,6
3,3,1,1,2,97,97,2,1,2,2,2,1,98,4,4,1,4,4,2,1,4,3,3,3,3,2,2,2,3,1,3,2.0,1,4,76,3,1,1,2,15,2,4,6
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,3,1,1,1,2,2,2,1,1,1,2,3,1,3,3.6,3,1,23,1,1,2,2,15,1,4,5
2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,3,1,2,4,1,1,1,1,1,2,1,1,1,1,3,1,3,4.0,3,1,30,2,1,3,2,15,1,4,1
2,2,1,2,1,1,1,1,1,1,1,2,1,4,2,3,2,3,3,1,2,2,2,3,3,2,1,1,1,3,2,2,2.8,2,2,24,1,2,2,2,15,1,4,1
2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,3,1,1,1,2,1,2,1,1,1,1,3,2,3,3.8,3,1,25,1,2,2,2,15,3,4,6
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,2,2,1,1,1,1,3,1,3,3.8,3,1,26,1,1,3,2,15,1,4,1
3,4,1,2,2,97,97,2,2,2,1,98,1,2,1,3,1,3,2,3,2,3,3,3,2,1,1,1,2,3,1,3,2.6,2,1,48,2,1,2,1,15,2,4,1
1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,3,2,3,2,1,2,1,3,2,3,1,1,1,1,3,1,3,3.2,2,1,32,2,2,2,1,15,2,4,6
1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,3,3,1,1,2,2,2,2,1,1,1,1,3,1,3,3.4,2,1,37,2,1,2,2,15,1,4,1
3,2,1,1,2,2,2,2,2,2,2,1,2,98,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,5,2,2,3.2,2,1,66,3,1,2,1,15,1,4,3
2,3,2,2,1,1,2,1,1,2,1,2,2,4,4,4,4,4,4,2,2,3,2,2,2,2,1,1,1,3,2,3,2.4,1,2,25,1,1,2,2,15,1,4,1
2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,2,1,3,2,2.8,2,2,63,3,2,2,2,15,2,4,6
2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,3,1,2,2,2,2,2,1,1,1,1,3,1,3,3.2,2,1,62,3,2,2,2,15,3,4,2
2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,3,1,1,1,2,2,2,1,1,1,2,3,2,3,3.6,3,1,24,1,2,2,2,15,2,4,1
2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,3,1,2,98,2,2,1,2,3,3,1,1,1,3,3,2,3,3.2,2,1,21,1,2,2,1,15,2,4,1
1,1,1,2,1,1,2,1,1,1,1,1,1,98,1,2,1,1,3,1,1,2,2,2,3,1,1,1,98,3,1,3,3.4,2,1,24,1,2,2,2,15,1,4,1
1,1,1,2,1,1,97,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,3,1,3,3.8,3,1,18,1,2,2,1,15,1,4,5
3,1,1,2,2,97,97,1,1,1,1,98,1,2,2,3,2,2,3,3,3,2,3,2,3,1,1,1,2,3,2,3,2.6,2,1,61,3,2,2,2,15,1,4,6
2,4,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,2,3,3.8,3,1,36,2,2,2,1,15,2,4,2
3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,1,1,1,2,3,3,1,1,1,2,3,1,3,3.4,2,1,23,1,2,2,1,15,1,4,5
3,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,33,2,1,2,2,15,1,4,3
